author,commit_count,lines,value,added_lines_py,deleted_lines_py,added_functions,added_classes,added_comment,added_code_lines,deleted_code_lines,var_names_style_stat,fun_names_style_stat,class_names_style_stat,dmm_score
David Okpare,1,0.0,0.37,1,27,0,0,0,1,27.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
David Pitchford,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
David Stansby,1,0.0,0.33000000000000007,3,3,0,0,0,3,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Deepyaman Datta,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Derek Homeier,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Derek Huang,2,0.0,0.1,1,0,0,0,0,1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Developer-Ecosystem-Engineering,3,0.0,0.6000000000000001,6,0,0,0,1,5,0.0,"[1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Dima Kogan,1,0.0,0.31000000000000005,3,1,0,0,0,3,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Dima Pasechnik,7,0.0,1.9200000000000002,18,12,0,0,0,18,12.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",6.0
Dimitri Papadopoulos,29,0.0,21.51,196,191,0,2,53,154,153.0,"[0, 0, 0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]",20.923076923076923
Dmitriy Fishman,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Dmitry Kutlenkov,2,0.0,1.5300000000000002,14,13,0,0,0,14,13.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Dong Keun Oh,1,0.0,0.31000000000000005,3,1,0,0,1,2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Douglas Fenstermacher,1,0.0,0.56,5,6,0,0,0,5,6.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
DumbMice,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Dustin Spicuzza,2,0.0,3.37,33,7,0,0,4,29,6.0,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
E. M. Bray,1,0.0,0.41000000000000003,4,1,0,0,0,4,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
E. Madison Bray,4,0.0,7.770000000000001,75,27,2,0,7,68,25.0,"[1, 0, 0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.1
EGuesnet,1,0.0,0.9400000000000001,9,4,0,0,2,7,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Eero Vaher,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Eertmans,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Elia Franzella,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Elias Koromilas,2,0.0,3.19,31,9,1,0,6,25,8.0,"[0, 0, 0, 0, 6, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",4.0
Eliaz Bobadilla,1,0.0,0.05,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Elisha Hollander,1,0.0,0.22999999999999998,1,13,0,0,0,1,13.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.5
Emmanuelle Gouillart,1,0.0,0.03,0,3,0,0,0,0,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Enrique Matías Sánchez (Quique),1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Erfan Nariman | Veneficus,2,0.0,0.44000000000000006,4,4,0,0,0,4,4.0,"[0, 0, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Eric Larson,3,0.0,1.96,19,6,0,0,1,18,6.0,"[0, 0, 0, 0, 0, 0, 5, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.6
Eric Mariasis,25,0.0,1.11,11,1,0,0,1,11,1.0,"[2, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",10.0
Eric Moore,2,0.0,1.4200000000000002,12,22,0,0,0,12,18.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Eric Wieser,200,0.0,171.55,1603,1125,7,8,123,1487,1028.0,"[22, 0, 0, 0, 14, 0, 51, 1]","[0, 0, 0, 0, 5, 0, 1, 1]","[0, 0, 7, 1, 0, 0, 0, 0]",157.18224470816082
Erik Welch,1,0.0,0.7100000000000001,7,1,0,0,0,7,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
EthanCJ-git,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Etienne Guesnet,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
EvaJau,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Evan Miller,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Evgeni Burovski,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
FX Coudert,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Fabio Zeiser,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Faris A Chugthai,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Fayas Noushad,2,0.0,0.01,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Fayyr,1,0.0,0.02,0,2,0,0,0,0,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Felix Divo,4,0.0,1.04,9,14,0,0,0,9,14.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Filip Ter,2,0.0,1.87,18,7,0,0,0,18,7.0,"[0, 0, 0, 0, 2, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Filip Trojan,1,0.0,9.010000000000002,90,1,0,0,9,82,1.0,"[4, 0, 0, 0, 16, 0, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Frankie Robertson,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
François Le Lay,3,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Gabriel Gerlero,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Gagandeep Singh,23,0.0,17.480000000000004,173,18,0,1,4,169,18.0,"[2, 0, 0, 0, 14, 0, 16, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",15.046031746031746
Ganesh Kathiresan,81,0.0,47.52,458,172,4,3,26,432,162.0,"[16, 0, 0, 0, 9, 0, 28, 0]","[0, 0, 0, 0, 4, 0, 0, 0]","[0, 0, 3, 0, 0, 0, 0, 0]",60.571909538404384
Gengxin Xie,20,0.0,6.66,65,16,0,1,4,65,16.0,"[1, 0, 0, 0, 9, 0, 13, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",16.0
Gerry Manoim,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Ghiles Meddour,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Giannis Zapantis,3,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Giulio Procopio,1,0.0,0.06,0,6,0,0,0,0,6.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Greg Lucas,2,0.0,4.800000000000001,48,0,0,1,10,38,0.0,"[0, 0, 0, 0, 5, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2.08
Gregory Lee,4,0.0,1.1300000000000001,11,3,0,0,1,10,3.0,"[0, 0, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",9.0
Guilherme Leobas,3,0.0,5.53,55,3,0,0,0,55,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Guo,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Gwyn Ciesla,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
H. Vetinari,6,0.0,2.56,18,76,0,0,2,16,73.0,"[0, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",4.3
Hameer Abbasi,14,0.0,25.03,247,33,0,1,6,242,30.0,"[9, 0, 0, 0, 4, 0, 7, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",22.883144178226146
Hao Jin,1,0.0,0.51,5,1,0,0,0,5,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
HaoZeke,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Harshal Prakash Patankar,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Hassan Kibirige,1,0.0,0.1,1,0,0,0,0,1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Hector Martin,1,0.0,0.76,7,6,0,0,0,7,6.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Henry Schreiner,4,0.0,0.99,9,9,0,0,4,9,9.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Heshy Roskes,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Himanshu,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Himanshu Garg,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Hollow Man,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Holly Corbett,4,0.0,0.66,2,46,0,0,0,2,43.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Hood Chatham,2,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",4.0
HowJMay,4,0.0,3.7600000000000002,37,6,0,0,4,35,6.0,"[5, 0, 0, 0, 5, 0, 11, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",4.14975845410628
HowJmay,6,0.0,9.15,90,15,0,0,8,88,15.0,"[8, 0, 0, 0, 30, 0, 16, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",8.248102139406488
Hugo,4,0.0,30.080000000000002,296,48,0,0,46,252,39.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",6.787878787878787
Hugo Defois,7,0.0,2.3000000000000003,23,0,2,0,3,20,0.0,"[3, 0, 0, 0, 2, 0, 2, 0]","[0, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Hugo Mendes,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Hugo van Kemenade,9,0.0,5.34,49,42,0,0,3,47,41.0,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Huon Wilson,1,0.0,3.5,35,0,0,0,4,31,0.0,"[0, 0, 0, 0, 3, 0, 10, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Ian Thomas,2,0.0,3.41,31,31,0,1,4,27,27.0,"[5, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",3.0
Illviljan,6,0.0,2.7600000000000002,26,16,0,0,0,26,16.0,"[0, 0, 0, 0, 0, 0, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5.0
ImenRajhi,3,0.0,1.4700000000000002,14,7,0,0,2,12,6.0,"[4, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",6.0
InessaPawson,8,0.0,0.42,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Irit Katriel,1,0.0,1.1,8,30,0,0,0,8,23.0,"[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
Ismael Jimenez,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Isuru Fernando,7,0.0,8.43,79,53,1,1,2,77,51.0,"[1, 0, 0, 1, 6, 0, 17, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",2.5
JMFT,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Jack,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Jakob,8,0.0,9.950000000000001,90,95,0,0,2,88,93.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Jakub Wilk,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
James Gerity,4,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
James Myatt,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Jamie,4,0.0,0.43000000000000005,4,3,0,0,0,4,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Jerry Morrison,7,0.0,5.700000000000001,54,30,0,0,0,54,30.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5.0
Jesse Li,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Jim,1,0.0,1.1700000000000002,11,7,0,0,5,6,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Jody Klymak,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Joe Marshall,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.7692307692307692
Johan von Forstner,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
John Han,1,0.0,0.42000000000000004,4,2,0,0,0,4,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
John Zwinck,1,0.0,0.32000000000000006,3,2,0,0,1,2,2.0,"[0, 0, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Jon Dufresne,4,0.0,101.05000000000001,848,1625,0,0,1,847,1619.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Jon Morris,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Jonas I. Liechti,1,0.0,0.01,0,1,0,0,0,0,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Jonas Liechti,5,0.0,1.8100000000000003,17,11,0,0,0,17,11.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
