author,commit_count,lines,value,added_lines_py,deleted_lines_py,added_functions,added_classes,added_comment,added_code_lines,deleted_code_lines,var_names_style_stat,fun_names_style_stat,class_names_style_stat,dmm_score
Patrick,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Patrick T. Komiske III,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Paul,3,0.0,0.56,5,3,0,0,0,5,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Paul Rougieux,1,0.0,1.34,13,4,0,0,0,13,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Pauli Virtanen,37,0.0,83.76,801,366,5,9,148,739,350.0,"[16, 0, 0, 1, 29, 0, 35, 0]","[0, 0, 0, 0, 5, 0, 0, 0]","[0, 0, 2, 0, 7, 0, 0, 0]",27.140225396378646
Paweł Redzyński,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Pax,2,0.0,8.21,81,11,0,0,0,81,11.0,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Pearu Peterson,44,0.0,350.24,3427,754,14,10,247,3205,702.0,"[66, 0, 0, 17, 23, 0, 102, 0]","[0, 0, 0, 0, 12, 0, 2, 0]","[0, 0, 10, 0, 0, 0, 0, 0]",40.42805263768041
Peter Andreas Entschev,37,0.0,64.34,627,164,13,1,4,623,163.0,"[4, 0, 0, 0, 31, 0, 10, 0]","[0, 0, 0, 0, 13, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",13.966370558375635
Peter Hawkins,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Peter Tillema,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Petre-Flaviu Gostin,1,0.0,1.1,11,0,0,0,2,11,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
PhanatosZou,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Philippe Ombredanne,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Phoenix Meadowlark,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Pierre de Buyl,14,0.0,0.9600000000000002,9,6,0,0,0,9,6.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Prathmesh Shirsat,1,0.0,0.1,1,0,0,0,0,1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Qiyu8,100,0.0,13.99,136,39,0,0,20,119,37.0,"[1, 0, 0, 0, 4, 0, 13, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",62.6969361387966
Raghav Khanna,1,0.0,0.33000000000000007,3,3,0,0,0,3,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Raghuveer Devulapalli,59,0.0,85.87,834,247,4,9,15,821,245.0,"[11, 0, 0, 3, 48, 0, 102, 0]","[0, 0, 0, 0, 4, 0, 0, 0]","[0, 0, 7, 0, 0, 1, 0, 1]",55.291553759349654
Rakesh Vasudevan,2,0.0,8.25,82,5,0,0,4,78,5.0,"[6, 0, 0, 0, 9, 0, 7, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5.0
Ralf Gommers,196,0.0,27.290000000000003,230,422,0,0,13,221,412.0,"[1, 0, 0, 1, 4, 0, 8, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",16.92982456140351
Raphael Kruse,2,0.0,1.6500000000000001,16,5,0,0,0,16,5.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Rashmi K A,1,0.0,22.26,222,6,0,0,0,222,6.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Raúl Montón Pinillos,3,0.0,0.9000000000000001,9,0,0,0,0,9,0.0,"[3, 0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
RenaRuirui,1,0.0,3.12,31,2,0,0,9,22,1.0,"[0, 0, 0, 0, 4, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.764705882352941
Rin Arakaki,2,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Robert Kern,16,0.0,8.0,79,10,0,2,6,73,10.0,"[0, 0, 0, 0, 3, 0, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]",10.723144784639336
Rohit Goswami,36,0.0,230.70000000000002,2030,2770,1,5,132,1986,2736.0,"[1, 0, 0, 0, 0, 0, 19, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 5, 0, 0, 0, 0, 0]",11.546313368164359
Rohit Sanjay,4,0.0,1.8100000000000003,18,1,0,0,0,18,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
Roman Yurchak,4,0.0,0.48000000000000004,3,18,0,0,0,3,18.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Ronan Lamy,2,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Ross Barnowski,104,0.0,136.03,1306,538,2,3,61,1247,519.0,"[29, 0, 0, 0, 15, 0, 36, 0]","[0, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 3, 0, 0, 0, 0, 0]",21.046920563097036
Royston E Tauro,6,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Ryan,1,0.0,2.08,20,8,0,0,1,19,8.0,"[2, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.4444444444444444
Ryan C Cooper,4,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Ryan Polley,5,0.0,30.17,279,227,0,1,15,266,218.0,"[4, 0, 0, 2, 4, 0, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",5.0
Ryan Soklaski,3,0.0,0.44,4,4,0,0,1,4,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
SabrinaSimao,2,0.0,0.8400000000000001,8,4,0,0,0,8,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Safouane Chergui,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Sahil Siddiq,1,0.0,0.44,4,4,0,0,0,4,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Samyak S Sarnayak,1,0.0,5.770000000000001,53,47,0,0,0,53,47.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
SanthoshBala18,1,0.0,0.7100000000000001,7,1,1,0,0,7,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Sarthak Vineet Kumar,1,0.0,0.37000000000000005,3,7,0,0,0,3,7.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
Sayantika Banik,5,0.0,1.32,13,2,1,0,0,13,2.0,"[0, 0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.3333333333333333
Sayed Adel,134,0.0,624.0,6162,780,4,3,407,5819,746.0,"[60, 0, 0, 0, 229, 0, 254, 0]","[0, 0, 0, 0, 4, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0, 0]",144.05382361925743
Scian,1,0.0,0.01,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Sebastian Berg,764,0.0,705.57,6805,2507,32,22,962,5970,2382.0,"[86, 0, 7, 1, 176, 0, 464, 4]","[0, 0, 0, 0, 30, 0, 0, 2]","[0, 0, 22, 0, 0, 0, 0, 0]",585.0507224637307
Seth Troisi,43,0.0,107.96000000000001,875,2046,3,1,95,796,1819.0,"[0, 0, 0, 0, 4, 0, 7, 0]","[0, 0, 0, 0, 3, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",42.11024270734749
Sha Liu,1,0.0,1.3800000000000001,13,8,0,0,1,12,7.0,"[0, 0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
Shriraj Hegde,1,0.0,0.12000000000000001,1,2,0,0,0,1,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Siba Smarak Panigrahi,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Sidhant Bansal,1,0.0,1.9000000000000004,18,10,0,0,2,16,10.0,"[0, 0, 0, 0, 1, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Simon Gasse,1,0.0,27.89,274,49,0,0,12,264,48.0,"[12, 0, 0, 0, 8, 0, 19, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Simon Graham,6,0.0,1.21,12,1,0,0,3,9,0.0,"[2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",10.0
Sista Seetaram,7,0.0,2.0,19,10,0,0,0,19,10.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Soumya,1,0.0,0.8,8,0,0,0,0,8,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Stefan Appelhoff,1,0.0,0.33000000000000007,3,3,0,0,1,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Stefan van der Walt,10,0.0,2.77,25,23,0,0,2,23,22.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Stephan Hoyer,2,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Stephannie Jimenez Gacha,1,0.0,24.840000000000003,242,64,0,0,17,225,64.0,"[0, 0, 0, 0, 4, 0, 8, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.2153846153846155
Steve Dower,3,0.0,1.3900000000000001,13,9,0,0,3,10,9.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Steve Joachim,1,0.0,2.3400000000000003,23,4,1,0,1,22,4.0,"[0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Steven Pitman,1,0.0,0.7000000000000001,7,0,0,0,3,4,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Stuart Archibald,1,0.0,0.01,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Sturla Molden,1,0.0,2.71,27,1,0,0,5,22,1.0,"[0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Susan Chang,3,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Sylwester Arabas,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Takanori H,14,0.0,4.540000000000001,43,24,1,0,0,43,24.0,"[0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Tania Allard,17,0.0,0.2,2,0,0,0,0,2,0.0,"[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Tapajyoti Bose,2,0.0,0.9500000000000001,9,5,0,0,0,9,5.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Thomas A Caswell,6,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Thomas Green,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Thomas J. Fan,21,0.0,7.0200000000000005,70,2,0,0,5,65,2.0,"[0, 0, 0, 0, 4, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",7.208333333333333
Thomas Li,4,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Till Hoffmann,2,0.0,0.6000000000000001,6,0,0,0,0,6,0.0,"[2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Tim Hoffmann,14,0.0,11.82,111,72,0,0,2,111,72.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Tina Oberoi,2,0.0,1.34,13,4,0,0,0,13,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Tirth Patel,1,0.0,2.85,27,15,0,0,3,24,14.0,"[0, 0, 0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.8333333333333335
Tobias Pitters,17,0.0,13.350000000000001,127,65,0,1,15,114,55.0,"[3, 0, 0, 0, 5, 0, 5, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",18.666666666666668
Tom Tan,1,0.0,0.64,6,4,0,0,0,6,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
"Tomoki, Karatsu",1,0.0,4.8100000000000005,48,1,0,0,2,46,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Touqir Sajed,12,0.0,1.5500000000000003,15,5,0,0,2,13,5.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",14.876059654631083
Tyler Reddy,18,0.0,10.82,103,52,0,0,6,97,52.0,"[1, 0, 0, 0, 4, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",6.545454545454545
Veniamin Petrenko,1,0.0,0.4,4,0,0,0,1,3,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
Vijay Arora,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Wansoo Kim,4,0.0,2.02,18,22,0,0,1,18,22.0,"[1, 0, 0, 0, 1, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Warren Weckesser,70,0.0,100.17,814,1877,2,0,97,722,1770.0,"[31, 0, 0, 0, 5, 0, 42, 0]","[0, 0, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",45.33837619180136
Weh Andreas,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Wei Yang,1,0.0,0.71,2,51,0,0,0,2,49.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.4285714285714286
Wojciech Rzadkowski,4,0.0,0.68,6,8,0,0,0,6,8.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Xavier Thomas,12,0.0,2.64,24,24,0,0,0,24,24.0,"[0, 0, 0, 1, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",4.0
Yang Hau,1,0.0,0.21000000000000002,2,1,0,0,0,2,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Yashasvi Misra,11,0.0,4.33,42,13,0,0,5,37,11.0,"[0, 0, 0, 0, 1, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",8.0
Yilin LI,1,0.0,1.31,13,1,0,0,0,13,1.0,"[1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.1818181818181817
"Yoon, Jee Seok",1,0.0,0.8200000000000001,8,2,0,0,0,8,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Yu Feng,1,0.0,0.8400000000000001,8,4,0,0,4,4,2.0,"[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
Yuval Ofek,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Yuya Unno,1,0.0,0.4,4,0,0,0,1,4,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
ZHANG NA,2,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Zac-HD,7,0.0,16.450000000000003,158,65,0,0,45,114,41.0,"[3, 0, 0, 0, 7, 0, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",8.0
Zuhair Ali-Khan,1,0.0,1.52,14,12,0,0,0,14,12.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
Zé Vinícius,1,0.0,0.42000000000000004,4,2,0,0,0,4,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
a-elhag,1,0.0,0.7000000000000001,7,0,0,0,0,7,0.0,"[1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.875
