author,commit_count,lines,value,added_lines_py,deleted_lines_py,added_functions,added_classes,added_comment,added_code_lines,deleted_code_lines,var_names_style_stat,fun_names_style_stat,class_names_style_stat,dmm_score
abatomunkuev,1,0.0,0.8200000000000001,8,2,0,0,0,8,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
abel,12,0.0,101.23,975,373,13,0,67,912,340.0,"[4, 0, 1, 3, 25, 0, 50, 0]","[0, 0, 0, 0, 11, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",14.424242424242424
abhilash42,6,0.0,2.75,25,25,0,0,0,25,25.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
aerikpawson,2,0.0,0.03,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
and-sang,1,0.0,0.6500000000000001,6,5,0,0,0,6,5.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
andryandrew,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
ashutosh619-sudo,2,0.0,0.33,3,3,0,0,0,3,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
bartosz-grabowski,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
bbrewington,2,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
bernie gray,1,0.0,1.62,16,2,0,0,0,16,2.0,"[0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
bjnath,5,0.0,0.9800000000000001,9,8,0,0,1,9,8.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
christos val,1,0.0,0.6000000000000001,6,0,0,0,0,6,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
cisaacstern,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
czgdp1807,66,0.0,78.48,737,478,3,3,58,681,446.0,"[17, 0, 0, 6, 29, 0, 73, 4]","[0, 0, 0, 0, 3, 0, 0, 0]","[0, 0, 3, 0, 0, 0, 0, 0]",48.83974358974359
daaawx,1,0.0,2.31,21,21,0,0,0,21,21.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
danbeibei,1,0.0,0.8500000000000001,8,5,0,0,0,8,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
danielhrisca,1,0.0,1.78,16,18,0,0,0,16,18.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
david-cortes,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
davidedalbosco,1,0.0,0.6500000000000001,6,5,0,0,0,6,5.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
default-303,12,0.0,4.0600000000000005,34,66,0,0,10,25,51.0,"[4, 0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",6.9
dependabot-preview[bot],98,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
dependabot[bot],43,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
dojafrat,2,0.0,6.13,61,3,1,0,0,61,3.0,"[0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
dpitch40,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
drhpc,1,0.0,4.9,49,0,0,0,4,45,0.0,"[0, 0, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.7857142857142856
drosin,1,0.0,1.74,11,64,0,0,1,10,63.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
dustanlevenstein,1,0.0,8.360000000000001,82,16,0,0,0,82,16.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
endolith,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
eskild,3,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
forfun,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
gamboon,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
h6197627,2,0.0,0.54,4,14,0,0,1,4,14.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
hippo91,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
i-shenl,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
iameskild,3,0.0,0.8400000000000001,8,4,0,0,0,8,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
iamsoto,2,0.0,2.08,20,8,0,0,0,20,8.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
isabela-pf,5,0.0,0.19999999999999998,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
jakirkham,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
jakobjakobson13,10,0.0,10.940000000000001,99,104,0,0,0,99,103.0,"[7, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",8.666666666666666
jbCodeHub,1,0.0,3.4000000000000004,34,0,0,0,5,29,0.0,"[2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
jbrockmendel,8,0.0,16.27,161,17,0,0,10,152,16.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5.0
jessijzhao,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
johnthagen,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
kai-striega,3,0.0,0.53,5,3,0,0,0,5,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
karan-dhir,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
keremh,3,0.0,1.54,14,14,0,0,0,14,14.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
khuynh,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
kishimoto-banana,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
kumudlakara,1,0.0,3.7299999999999995,37,3,3,0,0,37,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
lalitmusmade,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
lbogula,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
leakec,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
leeyspaul,1,0.0,0.07,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
legoffant,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
leonarduschen,1,0.0,0.1,1,0,0,0,0,1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
lkdmttg7,1,0.0,0.52,5,2,0,0,0,5,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
m-podhajski,1,0.0,7.99,72,79,0,0,9,63,66.0,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.0
madhulikajc,1,0.0,12.14,121,4,3,0,6,115,3.0,"[0, 0, 0, 0, 4, 0, 3, 0]","[0, 0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.313725490196078
marload,6,0.0,1.6400000000000001,15,14,0,0,0,15,14.0,"[3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5.0
matt,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
mattharrigan,1,0.0,3.41,34,1,0,1,3,31,1.0,"[0, 0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2.526315789473684
mattip,185,0.0,100.52000000000001,919,861,7,0,75,857,764.0,"[3, 1, 0, 1, 24, 0, 46, 0]","[0, 0, 0, 0, 7, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",72.69563529680164
mayeut,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
mckib2,1,0.0,1.01,10,1,0,0,1,9,1.0,"[0, 0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
mdubravski,10,0.0,2.25,21,15,0,0,0,21,15.0,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5.0
melissawm,24,0.0,17.91,174,50,0,0,4,174,50.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
mitch,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
mrios,2,0.0,0.4,4,0,1,0,0,4,0.0,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
ndunnewind,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
nglinh,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
panpiort8,2,0.0,1.2000000000000002,12,0,0,0,2,10,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
peterbell10,1,0.0,1.85,17,15,0,0,1,16,15.0,"[2, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
pmav99,1,0.0,0.22,2,2,0,0,0,2,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
prateek arora,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
przemb,3,0.0,0.33,3,3,0,0,0,3,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
qiyu8,8,0.0,6.12,58,32,0,1,12,46,24.0,"[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",3.0
raisinghanii,1,0.0,0.44,4,4,0,0,0,4,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
royjacobson,1,0.0,2.12,21,2,0,0,0,21,2.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
rubiales,4,0.0,0.8600000000000001,8,6,0,0,0,8,6.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.5
sayantikabanik,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
scimax,7,0.0,5.95,56,35,0,0,6,51,35.0,"[0, 0, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
scoder,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
serge-sans-paille,6,0.0,12.310000000000002,116,71,1,0,2,114,71.0,"[0, 0, 0, 0, 5, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.9894366197183098
sfolje0,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
sgasse,2,0.0,1.7100000000000004,17,1,0,0,6,11,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5.0
shreepads,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
shubham11941140,1,0.0,2.09,19,19,0,0,1,18,18.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
skywalker,1,0.0,0.4,4,0,0,0,0,4,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
slepton,11,0.0,3.91,37,21,0,0,0,37,21.0,"[0, 0, 0, 4, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.6666666666666665
slowy07,1,0.0,0.11,1,1,0,0,1,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
sslivkoff,1,0.0,6.109999999999999,60,11,0,0,6,54,11.0,"[9, 0, 0, 0, 0, 0, 6, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2.9310344827586206
stphnlyd,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
stuartarchibald,1,0.0,1.2800000000000002,12,8,0,0,2,10,7.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
szsdk,2,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
tabhi0797,2,0.0,1.31,12,11,0,0,0,12,11.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
takanori-pskq,33,0.0,2.87,27,17,0,0,5,22,17.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
tautaus,1,0.0,0.66,6,6,0,0,0,6,6.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
tech-gian,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
theoniko,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",1.0
tirthasheshpatel,1,0.0,4.720000000000001,46,12,0,0,2,45,12.0,"[2, 0, 3, 0, 7, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3.0
vinith2,1,0.0,0.7100000000000001,7,1,0,0,0,7,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
vorfol,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
vrakesh,3,0.0,3.1300000000000003,31,3,0,0,0,31,3.0,"[3, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",6.333333333333333
warren,21,0.0,15.71,154,31,2,0,14,142,31.0,"[3, 0, 0, 0, 1, 0, 7, 0]","[0, 0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",17.743230442216163
xamm,4,0.0,1.3300000000000003,13,3,0,0,0,13,3.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
xoviat,1,0.0,0.11,1,1,0,0,0,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
yan,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
yetanothercheer,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
zoj,3,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
zolboo1024,1,0.0,0.7400000000000001,7,4,0,0,0,7,4.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
傅立业（Chris Fu）,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
谭九鼎,1,0.0,0.0,0,0,0,0,0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
